zipcode,city,female,male
38140 Kärppälä   ,Sastamala ,175,195
38200 Vammala Keskus   ,Sastamala ,3459,2844
38210 Vammala Asemanseutu   ,Sastamala ,2153,2118
38220 Stormi   ,Sastamala ,406,438
38250 Roismala   ,Sastamala ,659,727
38270 Sammaljoki   ,Sastamala ,165,190
38280 Illo   ,Sastamala ,228,225
38300 Kiikka   ,Sastamala ,930,982
38360 Kiikoinen   ,Sastamala ,588,598
38420 Häijää   ,Sastamala ,512,542
38460 Mouhijärvi Keskus   ,Sastamala ,867,883
38470 Hyynilä   ,Sastamala ,123,148
38490 Haukijärvi   ,H?meenkyr? ,38,36
38510 Suodenniemi   ,Sastamala ,590,646
38600 Lavia Keskus   ,Pori ,760,754
38650 Yli-Putto   ,Pori ,64,90
38670 Kalliala-Haunia   ,Pori ,87,96
38680 Tuunajärvi   ,Pomarkku ,40,57
38700 Kankaanpää Keskus   ,Kankaanp?? ,3255,2903
38710 Myllymäki   ,Kankaanp?? ,1118,983
38720 Vihteljärvi   ,Kankaanp?? ,209,230
38740 Hapuoja   ,Kankaanp?? ,196,225
38750 Veneskoski   ,Kankaanp?? ,125,144
38760 Venesjärvi   ,Kankaanp?? ,161,204
38770 Lohikko   ,Kankaanp?? ,226,245
38800 Jämijärvi Keskus   ,J?mij?rvi ,825,837
38840 Niinisalo   ,Kankaanp?? ,407,467
38860 Suurimaa   ,J?mij?rvi ,106,108
38910 Ala-Honkajoki   ,Kankaanp?? ,246,305
38920 Vatajankoski   ,Honkajoki ,106,128
38950 Honkajoki Keskus   ,Honkajoki ,659,696
38970 Lauhala   ,Honkajoki ,123,144
39100 Hämeenkyrö Keskus   ,H?meenkyr? ,1729,1654
39110 Simuna   ,H?meenkyr? ,113,110
39130 Sasi   ,H?meenkyr? ,391,387
39150 Pinsiö   ,H?meenkyr? ,421,479
39160 Julkujärvi   ,Yl?j?rvi ,1828,1850
39170 Jumesniemi   ,H?meenkyr? ,92,86
39180 Herttuala   ,H?meenkyr? ,45,46
39195 Kaipio   ,H?meenkyr? ,80,104
39200 Kyröskoski   ,H?meenkyr? ,2485,2473
39230 Osara   ,H?meenkyr? ,100,101
39290 Vesajärvi   ,H?meenkyr? ,77,87
39310 Viljakkala Keskus   ,Yl?j?rvi ,515,525
39340 Karhe   ,Yl?j?rvi ,145,157
39360 Komi   ,Yl?j?rvi ,112,121
39380 Lavajärvi   ,H?meenkyr? ,89,93
39410 Luhalahti   ,Ikaalinen ,147,166
39430 Röyhiö   ,Ikaalinen ,85,97
39450 Sisättö   ,Ikaalinen ,49,76
39500 Ikaalinen Keskus   ,Ikaalinen ,2436,2165
39530 Kilvakkala   ,Ikaalinen ,477,561
39580 Riitiala   ,Ikaalinen ,170,203
39590 Tevaniemi   ,Ikaalinen ,119,128
39610 Kovelahti   ,Ikaalinen ,105,109
39620 Kovesjoki   ,Parkano ,93,104
39660 Lapinneva   ,Parkano ,113,143
39700 Parkano Keskus   ,Parkano ,2782,2785
39750 Vatajanjärvi   ,Parkano ,169,207
39770 Aureskoski   ,Parkano ,39,39
39780 Alaskylä   ,Parkano ,95,115
39810 Linnankylä   ,Kihni? ,169,180
39820 Kihniö Keskus   ,Kihni? ,784,798
39880 Kihniö Asemanseutu   ,Kihni? ,59,75
39920 Suomijärvi   ,Karvia ,75,87
39930 Karvia Keskus   ,Karvia ,553,568
39940 Kantti   ,Karvia ,128,133
39960 Sarvela   ,Karvia ,207,234
39965 Karviankylä   ,Karvia ,85,97
39980 Sara   ,Karvia ,83,90
39990 Alkkia   ,Karvia ,42,68
40100 Jyväskylä Keskus   ,Jyv?skyl? ,7573,6251
40200 Mannila-Taulumäki   ,Jyv?skyl? ,2007,1682
40250 Ritoniemi-Lohikoski   ,Jyv?skyl? ,3123,2973
40270 Pappilanrinne-Pappilanvuori   ,Jyv?skyl? ,5746,5390
40320 Seppälän Teollisuusalue   ,Jyv?skyl? ,2669,2434
40340 Huhtasuo   ,Jyv?skyl? ,3134,3025
40400 Halssila   ,Jyv?skyl? ,2214,2029
40420 Jyskä   ,Jyv?skyl? ,2405,2416
40500 Keljo-Ristonmaa   ,Jyv?skyl? ,1629,1711
40520 Kuokkala-Ristikivi   ,Jyv?skyl? ,8007,8083
40530 Keljonkangas   ,Jyv?skyl? ,2736,2799
40600 Mattilanpelto   ,Jyv?skyl? ,1172,1090
40620 Keskussairaala-alue-Kukkumäki   ,Jyv?skyl? ,213,160
40630 Kypärämäki   ,Jyv?skyl? ,1862,1937
40640 Keltinmäki   ,Jyv?skyl? ,3325,3329
40660 Länsi-Palokka   ,Jyv?skyl? ,343,360
40700 Mäki-Matti   ,Jyv?skyl? ,2812,2386
40720 Nisula   ,Jyv?skyl? ,1535,1177
40740 Kortepohja   ,Jyv?skyl? ,3796,3595
40800 Vaajakoski   ,Jyv?skyl? ,4088,4047
40820 Vuoritsalo   ,Jyv?skyl? ,429,464
40900 Säynätsalo   ,Jyv?skyl? ,1590,1736
40930 Kinkomaa   ,Muurame ,697,694
40950 Muurame Keskus   ,Muurame ,3959,3984
41120 Puuppola   ,Jyv?skyl? ,1004,1040
41140 Kuikka   ,Jyv?skyl? ,316,326
41160 Tikkakoski   ,Jyv?skyl? ,2430,2425
41180 Vehniä   ,Laukaa ,376,409
41210 Jokihaara   ,Uurainen ,216,231
41220 Höytiä   ,Uurainen ,144,165
41230 Uurainen Keskus   ,Uurainen ,832,867
41240 Kyynämöinen   ,Uurainen ,105,143
41260 Hoikankylä   ,Saarij?rvi ,79,83
41270 Lannevesi   ,Saarij?rvi ,263,274
41290 Kangashäkki   ,Uurainen ,402,413
41310 Leppävesi   ,Laukaa ,1500,1573
41325 Laukkavirta   ,Laukaa ,146,160
41330 Vihtavuori   ,Laukaa ,1293,1336
41340 Laukaa Keskus   ,Laukaa ,2931,2641
41350 Laukaa Asemanseutu   ,Laukaa ,392,392
41360 Valkola   ,Laukaa ,221,251
41370 Kuusa   ,Laukaa ,517,566
41390 Äijälä   ,Laukaa ,220,243
41400 Lievestuore   ,Laukaa ,1654,1741
41410 Kankainen   ,Toivakka ,91,105
41440 Ruuhimäki   ,Toivakka ,101,129
41450 Leppälahti   ,Jyv?skyl? ,331,351
41490 Niemisjärvi   ,Hankasalmi ,379,405
41500 Hankasalmi Asemanseutu   ,Hankasalmi ,722,736
41520 Hankasalmi Keskus   ,Hankasalmi ,1062,936
41530 Veneranta   ,Hankasalmi ,79,86
41540 Ristimäki   ,Hankasalmi ,118,133
41550 Hannula   ,Hankasalmi ,74,88
41560 Säkinmäki   ,Hankasalmi ,64,104
41580 Sauvamäki   ,Hankasalmi ,138,139
41630 Oravasaari   ,Jyv?skyl? ,190,214
41660 Toivakka Keskus   ,Toivakka ,930,957
41710 Rutalahti-Kivisuo   ,Jyv?skyl? ,137,140
41730 Kivisuo   ,Joutsa ,14,18
41750 Havumäki   ,Joutsa ,38,54
41770 Leivonmäki   ,Joutsa ,316,328
41800 Korpilahti Keskus   ,Jyv?skyl? ,1847,1796
41820 Saakoski   ,Jyv?skyl? ,147,173
41840 Moksi   ,Jyv?skyl? ,37,50
41860 Rannila   ,Jyv?skyl? ,129,132
41870 Putkilahti   ,Jyv?skyl? ,73,91
41880 Oittila   ,Jyv?skyl? ,65,64
41900 Petäjävesi Keskus   ,Pet?j?vesi ,1373,1375
41920 Kintaus   ,Pet?j?vesi ,302,317
41925 Ylä-Kintaus   ,Pet?j?vesi ,90,104
41930 Kuohu   ,Jyv?skyl? ,416,459
41940 Vesanka   ,Jyv?skyl? ,659,722
41970 Huttula   ,Keuruu ,26,28
41980 Kuivasmäki   ,Pet?j?vesi ,81,94
42100 Jämsä Keskus   ,J?ms? ,5327,5109
42140 Juokslahti   ,J?ms? ,139,152
42220 Kaipola   ,J?ms? ,540,564
42300 Jämsänkoski Keskus   ,J?ms? ,2748,2753
42330 Haavisto   ,J?ms? ,209,209
42440 Koskenpää   ,J?ms? ,297,367
42520 Asunta   ,Keuruu ,74,89
42560 Pohjoisjärvi   ,Keuruu ,18,21
42600 Multia Keskus-Väätäiskylä   ,Multia ,711,740
42660 Sahrajärvi   ,Multia ,57,67
42700 Keuruu Keskus   ,Keuruu ,4180,3850
42720 Valkealahti   ,Keuruu ,0,0
42800 Haapamäki   ,Keuruu ,573,612
42820 Riiho   ,Keuruu ,33,52
42830 Ylä-Kolkki   ,M?ntt?-Vilppula ,27,29
42840 Kolkki   ,M?ntt?-Vilppula ,55,69
42850 Pohjaslahti   ,M?ntt?-Vilppula ,67,76
42870 Kotala   ,Virrat ,207,227
42910 Pihlajavesi   ,Keuruu ,151,170
42930 Katajamäki   ,Keuruu ,47,61
43100 Saarijärvi Keskus   ,Saarij?rvi ,3253,3045
43130 Tarvaala   ,Saarij?rvi ,189,225
43170 Häkkilä   ,Saarij?rvi ,108,141
43220 Mahlu   ,Saarij?rvi ,212,238
43240 Lehtola   ,Saarij?rvi ,80,93
43250 Kolkanlahti   ,Saarij?rvi ,173,178
43270 Kalmari   ,Saarij?rvi ,232,279
43300 Kannonkoski Keskus   ,Kannonkoski ,608,621
43340 Kannonjärvi   ,Kannonkoski ,77,96
43390 Lokakylä   ,Kivij?rvi ,38,39
43420 Kukko   ,Saarij?rvi ,26,37
43430 Väätäiskylä   ,Multia ,16,23
43440 Pylkönmäki Keskus   ,Saarij?rvi ,251,277
43480 Pääjärvi   ,Saarij?rvi ,68,82
43490 Kangasaho   ,Karstula ,77,93
43500 Karstula Keskus   ,Karstula ,1537,1384
43520 Kiminki   ,Karstula ,113,118
43540 Rantakylä-Pirttilahti   ,Karstula ,73,87
43560 Vahanka   ,Karstula ,87,100
43610 Aho   ,Karstula ,47,44
43640 Humppi   ,Karstula ,70,80
43660 Vastinki   ,Karstula ,119,126
43700 Kyyjärvi Keskus   ,Kyyj?rvi ,601,628
43720 Kumpulainen   ,Kyyj?rvi ,51,59
43800 Kivijärvi Keskus-Sompala   ,Kivij?rvi ,489,547
43840 Sompala   ,Kivij?rvi ,21,22
43900 Kinnula Keskus   ,Kinnula ,667,750
43940 Muhola-Saarensalmi   ,Kinnula ,104,150
43960 Saarensalmi   ,Kinnula ,33,38
44100 Äänekoski Keskus   ,??nekoski ,2282,1942
44120 Mämmensalmi-Mustaniemi   ,??nekoski ,1249,1344
44150 Likolahti-Karhunlähde   ,??nekoski ,1669,1699
44160 Huutomäki   ,??nekoski ,224,271
44170 Hietama   ,??nekoski ,244,291
44190 Parantala   ,??nekoski ,134,125
44200 Suolahti Keskus   ,??nekoski ,2299,2323
44220 Sörkänmäki   ,??nekoski ,180,231
44250 Äänekoivisto   ,??nekoski ,264,280
44260 Vihijärvi   ,??nekoski ,140,159
44280 Sumiainen Keskus   ,??nekoski ,423,440
44300 Konnevesi Keskus   ,Konnevesi ,900,860
44320 Sirkkamäki   ,Konnevesi ,61,68
44330 Hytölä   ,Konnevesi ,145,161
44350 Istunmäki   ,Konnevesi ,156,213
44370 Mäntymäki   ,Konnevesi ,82,95
44400 Konginkangas Keskus   ,??nekoski ,344,353
44420 Liimattala   ,??nekoski ,171,205
44440 Räihä   ,??nekoski ,55,67
44460 Kalaniemi   ,??nekoski ,63,80
44480 Niinilahti   ,Viitasaari ,73,79
44500 Viitasaari Keskus   ,Viitasaari ,2305,2076
44530 Ilmolahti   ,Viitasaari ,73,94
44580 Huopanankoski   ,Viitasaari ,111,115
44590 Vuorilahti   ,Viitasaari ,34,34
44610 Kärnä   ,Viitasaari ,81,100
44630 Kumpumäki   ,Viitasaari ,77,104
44640 Kymönkoski   ,Viitasaari ,174,200
44670 Suovanlahti   ,Viitasaari ,73,88
44680 Lahnanen   ,Viitasaari ,30,36
44730 Löytänä   ,Viitasaari ,50,49
44740 Keitelepohja-Kotvala   ,Viitasaari ,96,107
44760 Keihärinkoski   ,Viitasaari ,150,182
44770 Valkeisjärvi   ,Viitasaari ,0,0
44790 Kotvala   ,Viitasaari ,15,28
44800 Pihtipudas Keskus   ,Pihtipudas ,1323,1170
44860 Alvajärvi   ,Pihtipudas ,129,123
44880 Muurasjärvi   ,Pihtipudas ,304,321
44910 Elämäjärvi   ,Pihtipudas ,105,125
44920 Peninki   ,Pihtipudas ,104,102
44950 Kärväsjärvi   ,Pihtipudas ,86,109
44970 Korppinen   ,Pihtipudas ,83,101
45100 Kouvola Keskus   ,Kouvola ,5170,4339
45120 Kotkankallio-Vahteranmäki   ,Kouvola ,2041,1916
45130 Korjala-Kaunisnurmi   ,Kouvola ,893,835
45150 Kankaronmäki-Eskolanmäki   ,Kouvola ,2554,2368
45160 Lehtomäki   ,Kouvola ,2603,2565
45200 Tornionmäki   ,Kouvola ,3185,2912
45330 Harju   ,Kouvola ,164,163
45360 Kukkuramäki   ,Kouvola ,1931,1888
45370 Valkeala kk   ,Kouvola ,1403,1330
45410 Utti   ,Kouvola ,401,452
45460 Savero   ,Kouvola ,87,93
45610 Koria   ,Kouvola ,2510,2564
45700 Kuusankoski Keskus   ,Kouvola ,4842,4082
45720 Kotiharju-Ruhjonmäki   ,Kouvola ,1354,1458
45740 Maunuksela   ,Iitti ,1460,1461
45750 Kuusankosken Sairaala-alue   ,Kouvola ,41,50
45810 Pilkanmaa   ,Kouvola ,739,809
45910 Voikkaa   ,Kouvola ,1304,1400
45940 Oravala   ,Kouvola ,143,166
46110 Tuohikotti   ,Kouvola ,175,203
46140 Vekaranjärvi   ,Kouvola ,67,90
46230 Aro   ,Kouvola ,248,262
46400 Kaipiainen   ,Kouvola ,237,256
46430 Tirva-Inkerilä   ,Kouvola ,133,153
46450 Enäjärvi   ,Kouvola ,80,85
46530 Kannuskoski   ,Luum?ki ,80,94
46570 Saaramaa   ,Kouvola ,15,28
46710 Sippola   ,Kouvola ,378,404
46730 Ruotila   ,Kouvola ,55,65
46750 Liikkala   ,Kouvola ,142,157
46800 Myllykoski   ,Kouvola ,2471,2350
46810 Ummeljoki   ,Kouvola ,690,747
46860 Anjalankoski Keskus   ,Kouvola ,292,306
46900 Inkeroinen   ,Kouvola ,1947,1850
46910 Anjala   ,Kouvola ,977,977
46930 Huruksela   ,Kotka ,106,125
46950 Ahvio   ,Kouvola ,31,38
46960 Muhniemi   ,Kouvola ,154,174
47110 Löytty   ,Kouvola ,48,50
47150 Raussila   ,Kouvola ,71,87
47200 Elimäki kk   ,Kouvola ,1230,1162
47260 Ratula   ,Kouvola ,58,82
47310 Haapa-Kimola   ,Iitti ,124,137
47350 Kimonkylä   ,Lapinj?rvi ,70,73
47400 Kausala   ,Iitti ,2383,2286
47440 Sääskjärvi   ,Iitti ,64,84
47450 Erottaja   ,Iitti ,141,137
47460 Hiisiö   ,Iitti ,32,31
47490 Mankala-Hiisiö   ,Iitti ,166,174
47520 Iitti kk   ,Iitti ,80,73
47540 Löyttilä   ,Iitti ,91,98
47610 Kymentaka   ,Iitti ,74,74
47650 Kimola   ,Kouvola ,102,107
47710 Jaala kk   ,Kouvola ,553,586
47760 Huhdasjärvi   ,Kouvola ,64,64
47810 Selänpää   ,Kouvola ,158,171
47830 Hasula   ,Kouvola ,56,65
47850 Verla   ,Kouvola ,73,81
47900 Vuohijärvi   ,Kouvola ,103,142
47910 Hillosensalmi   ,Kouvola ,13,18
48100 Kotkansaari   ,Kotka ,5722,4741
48130 Katariina   ,Kotka ,321,393
48200 Hovinsaari   ,Kotka ,842,878
48210 Toukolan Sairaala-Alue   ,Kotka ,162,152
48220 Metsola   ,Kotka ,705,703
48230 Korela-Jylppy   ,Kotka ,694,812
48300 Ruonala   ,Kotka ,597,614
48310 Mussalo   ,Kotka ,2311,2245
48350 Karhuvuori   ,Kotka ,1832,1707
48400 Sutela   ,Kotka ,2141,2118
48410 Kaukola   ,Kotka ,834,857
48600 Karhula   ,Kotka ,3866,3403
48700 Kyminlinna   ,Kotka ,1296,1205
48710 Koivula   ,Kotka ,663,723
48720 Kymi   ,Kotka ,851,999
48750 Nikeli   ,Kotka ,90,88
48770 Ristinkallio   ,Kotka ,925,985
48800 Otsola-Mäntykangas   ,Kotka ,1101,1124
48810 Rantahaka   ,Kotka ,366,411
48900 Sunila   ,Kotka ,636,729
48910 Suulisniemi   ,Kotka ,736,759
48930 Tiutinen   ,Kotka ,163,181
49200 Heinlahti   ,Pyht?? ,382,385
49210 Huutjärvi   ,Pyht?? ,534,466
49220 Siltakylä   ,Pyht?? ,902,912
49240 Purolanlahti   ,Pyht?? ,197,201
49270 Pyhtää kk   ,Pyht?? ,420,446
49290 Vastila   ,Pyht?? ,215,224
49300 Tavastila   ,Kotka ,328,367
49340 Juurikorpi   ,Kotka ,56,78
49400 Hamina Keskus   ,Hamina ,5336,4767
49410 Poitsila   ,Hamina ,962,996
49420 Uusi-Summa   ,Hamina ,999,1021
49460 Hillo   ,Hamina ,572,627
49480 Vanha-Summa   ,Hamina ,214,264
49490 Neuvoton   ,Hamina ,724,724
49510 Husula   ,Hamina ,585,576
49520 Reitkalli   ,Hamina ,135,135
49540 Metsäkylä   ,Hamina ,216,264
49570 Kannusjärvi   ,Hamina ,200,220
49610 Sivatti   ,Hamina ,45,50
49630 Vehkajoki   ,Hamina ,52,65
49640 Paijärvi   ,Hamina ,75,86
49660 Pyhältö   ,Hamina ,289,317
49700 Miehikkälä Kirkonkylä   ,Miehikk?l? ,458,436
49720 Hurttala   ,Miehikk?l? ,27,31
49730 Muurikkala   ,Miehikk?l? ,161,152
49750 Kalliokoski   ,Miehikk?l? ,77,68
49760 Suur-Miehikkälä   ,Miehikk?l? ,102,122
49770 Salo-Miehikkälä   ,Miehikk?l? ,116,116
49780 Onkamaa   ,Hamina ,42,54
49840 Mäntlahti   ,Hamina ,64,73
49860 Klamila   ,Virolahti ,324,354
49900 Virolahti Keskus   ,Virolahti ,981,973
49930 Vaalimaa   ,Virolahti ,85,89
49960 Ala-Pihlaja   ,Virolahti ,102,114
49980 Ravijoki   ,Virolahti ,128,140
50100 Mikkeli Keskus   ,Mikkeli ,5192,4102
50120 Siekkilä   ,Mikkeli ,826,761
50130 Nuijamies   ,Mikkeli ,1595,1462
50150 Karkialampi   ,Mikkeli ,653,697
50160 Kattilansilta   ,Mikkeli ,1318,1218
50170 Peitsari   ,Mikkeli ,3029,2890
50180 Visulahti   ,Mikkeli ,402,422
50190 Tuppurala   ,Mikkeli ,2572,2320
50200 Kovala   ,Mikkeli ,295,344
50300 Rämälä   ,Mikkeli ,164,174
50350 Norola   ,Mikkeli ,153,178
50500 Tuukkala-Kaituenmäki   ,Mikkeli ,778,779
50520 Moision Sairaala-alue   ,Mikkeli ,64,73
50600 Karikko   ,Mikkeli ,2435,2393
50670 Otava   ,Mikkeli ,930,991
50700 Syysjärvi   ,Mikkeli ,260,280
50770 Korpikoski   ,Mikkeli ,115,129
50800 Annilanselkä   ,Mikkeli ,279,285
50970 Ihastjärvi   ,Mikkeli ,1272,1241
51130 Vanhamäki   ,Mikkeli ,69,97
51200 Kangasniemi Keskus   ,Kangasniemi ,1997,1892
51260 Tahkomäki   ,Kangasniemi ,74,91
51270 Kutemajärvi   ,Kangasniemi ,100,123
51310 Levä   ,Kangasniemi ,54,82
51335 Kaihlamäki   ,Kangasniemi ,21,20
51340 Hännilä-Särkiharju   ,Kangasniemi ,146,168
51360 Koivula-Synsiö   ,Kangasniemi ,84,104
51380 Synsiö   ,Kangasniemi ,21,27
51420 Harjumaa-Pajulankylä   ,Mikkeli ,114,137
51430 Läsäkoski   ,Kangasniemi ,37,43
51440 Vuojalahti   ,Kangasniemi ,114,135
51450 Pajulankylä   ,Mikkeli ,28,33
51460 Luusniemi   ,Kangasniemi ,97,119
51520 Hiirola   ,Mikkeli ,211,222
51540 Kalvitsa   ,Mikkeli ,150,186
51600 Haukivuori Keskus-Piitkäaho   ,Mikkeli ,755,715
51620 Pitkäaho   ,Mikkeli ,0,0
51670 Nykälä   ,Mikkeli ,73,76
51720 Rahula   ,Mikkeli ,240,266
51740 Huuhanaho   ,Mikkeli ,100,123
51760 Nuutilanmäki   ,Juva ,144,165
51780 Kuosmala   ,Juva ,68,77
51810 Maivala   ,Juva ,76,80
51820 Hatsola   ,Juva ,137,144
51850 Vuorenmaa   ,Juva ,94,123
51860 Narila   ,Juva ,36,42
51880 Koikkala   ,Juva ,113,128
51890 Risulahti   ,Juva ,45,42
51900 Juva Keskus   ,Juva ,2321,2157
51930 Paatela   ,Juva ,79,103
51940 Härkälä   ,Juva ,54,69
51980 Lauteala   ,Juva ,109,133
52100 Anttola   ,Mikkeli ,778,744
52110 Majavesi   ,Mikkeli ,180,201
52150 Hauhala   ,Mikkeli ,60,69
52200 Puumala Keskus   ,Puumala ,923,932
52230 Hurissalo   ,Puumala ,113,118
52270 Ryhälä   ,Puumala ,21,21
52300 Ristiina Keskus   ,Mikkeli ,1577,1436
52320 Vitsiälä   ,Mikkeli ,172,175
52330 Heimari   ,Mikkeli ,18,28
52340 Hangastenmaa   ,Mikkeli ,96,107
52360 Someenjärvi   ,Mikkeli ,38,63
52420 Pellosniemi   ,Mikkeli ,299,369
52510 Hietanen   ,Hirvensalmi ,226,276
52520 Syväsmäki   ,Hirvensalmi ,79,79
52550 Hirvensalmi Keskus   ,Hirvensalmi ,822,809
52610 Tuukkalanlahti   ,Hirvensalmi ,56,58
52620 Kuitula   ,Hirvensalmi ,40,54
52700 Mäntyharju Keskus   ,M?ntyharju ,2595,2438
52720 Karankamäki-Koirakivi   ,M?ntyharju ,46,56
52730 Koirakivi   ,M?ntyharju ,40,34
52740 Tuustaipale   ,M?ntyharju ,135,148
52760 Mynttilä   ,M?ntyharju ,47,56
52780 Kuomiokoski   ,Mikkeli ,52,57
52830 Suomenniemi   ,Mikkeli ,328,354
52850 Halmeniemi   ,M?ntyharju ,59,69
52890 Käävänkylä   ,M?ntyharju ,42,50
52920 Voikoski   ,Kouvola ,63,67
52960 Nurmaa   ,M?ntyharju ,57,60
52970 Pankalahti-Ahvenainen   ,M?ntyharju ,33,56
52980 Ahvenainen   ,M?ntyharju ,33,40
53100 Lappeenranta keskus   ,Lappeenranta ,5787,4407
53130 Keskussairaala-alue-Kimpinen   ,Lappeenr,366,344
53200 Kaukas-Tirilä   ,Lappeenranta ,808,739
53300 Lauritsala-Mälkiä   ,Lappeenranta ,4009,3971
53400 Laihia   ,Lappeenranta ,990,1015
53420 Mustola   ,Lappeenranta ,302,280
53500 Parkkarila-Harapainen-Reijola   ,Lappee,2548,2648
53550 Kourulanmäki   ,Lappeenranta ,570,574
53600 Kesämäki   ,Lappeenranta ,1336,1074
53650 Mattila-Kuusela   ,Lappeenranta ,967,1052
53810 Kuusimäki-Lavola   ,Lappeenranta ,1904,1906
53830 Rutola   ,Lappeenranta ,341,360
53850 Skinnarila   ,Lappeenranta ,5190,5891
53900 Pallo-Tysterniemi-Leiri   ,Lappeenranta ,1552,1357
53920 Voisalmi   ,Lappeenranta ,1644,1548
53950 Kivisalmi   ,Lappeenranta ,1065,1068
54100 Joutseno Keskus   ,Lappeenranta ,2761,2664
54110 Lampikangas   ,Lappeenranta ,540,543
54120 Pulp   ,Lappeenranta ,862,933
54190 Konnunsuo   ,Lappeenranta ,31,44
54230 Nuijamaa   ,Lappeenranta ,321,346
54250 Rapattila   ,Lappeenranta ,79,84
54260 Hanhijärvi   ,Lappeenranta ,374,404
54270 Vainikkala   ,Lappeenranta ,216,255
54300 Vilkjärvi   ,Lappeenranta ,302,321
54310 Hytti   ,Lappeenranta ,211,234
54330 Simola   ,Lappeenranta ,203,220
54390 Pulsa   ,Lappeenranta ,68,88
54410 Ylämaa Keskus   ,Lappeenranta ,474,478
54430 Hujakkala   ,Lappeenranta ,78,81
54460 Ylijärvi   ,Lappeenranta ,44,47
54490 Ahomäki   ,Miehikk?l? ,82,97
54500 Taavetti-Somerharju   ,Luum?ki ,1403,1366
54510 Uro   ,Luum?ki ,194,232
54530 Luumäki   ,Luum?ki ,596,619
54550 Suo-Anttila   ,Luum?ki ,37,48
54580 Somerharju   ,Luum?ki ,18,20
54590 Kaitjärvi   ,Luum?ki ,64,68
54710 Lemi Keskus   ,Lemi ,648,682
54720 Laksiainen   ,Lemi ,70,89
54750 Välijoki   ,Savitaipale ,130,152
54770 Heituinlahti   ,Savitaipale ,241,291
54800 Savitaipale Keskus   ,Savitaipale ,1364,1257
54820 Kotimäki   ,Lemi ,113,144
54850 Kuukanniemi   ,Lemi ,536,593
54915 Saimaanharju-Kyläniemi   ,Taipalsaari ,919,906
54920 Taipalsaari   ,Taipalsaari ,737,793
54930 Levänen   ,Taipalsaari ,147,170
54940 Solkei   ,Taipalsaari ,53,71
54950 Pettilä   ,Savitaipale ,46,53
54960 Vehkataipale   ,Taipalsaari ,293,295
55100 Imatra Keskus   ,Imatra ,5322,4923
55120 Mansikkala-Tuulikallio   ,Imatra ,1732,1456
55300 Rauha-Tiuruniemi   ,Lappeenranta ,493,482
55320 Rauha   ,Lappeenranta ,279,306
55330 Tiuruniemi   ,Lappeenranta ,26,40
55400 Tainionkoski-Mustalampi   ,Imatra ,672,706
55420 Karhumäki-Karhukallio   ,Imatra ,1019,1065
55510 Sotkulampi-Linnasuo   ,Imatra ,708,620
55610 Rajapatsas-Teppanala   ,Imatra ,1498,1423
55700 Vintteri-Virasoja   ,Imatra ,692,738
55800 Vuoksenniska-Saarlampi   ,Imatra ,2169,2055
55910 Rautio-Kurkvuori   ,Imatra ,814,850
56100 Ruokolahti Keskus   ,Ruokolahti ,1144,983
56120 Salosaari   ,Ruokolahti ,410,412
56140 Äitsaari   ,Ruokolahti ,111,136
56210 Virmutjoki   ,Ruokolahti ,217,214
56310 Syyspohja   ,Ruokolahti ,93,104
56330 Utula   ,Ruokolahti ,15,20
56350 Kyläniemi   ,Taipalsaari ,0,0
56410 Kaiturinpää   ,Ruokolahti ,71,77
56440 Pohja-Lankila   ,Ruokolahti ,112,114
56510 Puntala   ,Ruokolahti ,205,215
56550 Niska-Pietilä   ,Rautj?rvi ,59,73
56610 Rautjärvi   ,Rautj?rvi ,281,324
56640 Purnujärvi   ,Rautj?rvi ,49,54
56710 Miettilä   ,Rautj?rvi ,63,65
56730 Laikko   ,Rautj?rvi ,143,172
56800 Simpele   ,Rautj?rvi ,1254,1202
57100 Heikinpohja-Piispanmäki   ,Savonlinna ,2288,1573
57120 Savonlinna   ,Savonlinna ,0,0
57130 Savonlinna Keskus   ,Savonlinna ,1197,775
57170 Sortteerinlahti-Talvisalo   ,Savonlinna ,1170,849
57200 Miekonniemi-Venäjänniemi   ,Savonlinna ,1274,1253
57210 Nojanmaa   ,Savonlinna ,1368,1319
57220 Haka-alue-Viuhonmäki   ,Savonlinna ,765,774
57230 Inkerinkylä   ,Savonlinna ,1563,1742
57310 Rinkilä   ,Savonlinna ,355,354
57510 Laitaatsilta   ,Savonlinna ,261,240
57600 Poukkusilta-Pihlajaniemi   ,Savonlinna ,976,963
57710 Kellarpelto-Rantakoivikko   ,Savonlinna ,1486,1476
57810 Aholahti   ,Savonlinna ,153,174
58130 Oravi   ,Savonlinna ,71,75
58140 Ahvensalmi   ,Savonlinna ,40,42
58150 Makkola   ,Savonlinna ,96,126
58160 Karvila   ,Enonkoski ,75,100
58170 Simanala   ,Enonkoski ,120,147
58175 Enonkoski Keskus   ,Enonkoski ,450,438
58180 Ihamaniemi   ,Enonkoski ,67,84
58200 Kerimäki Keskus   ,Savonlinna ,1662,1655
58220 Louhi   ,Savonlinna ,179,234
58260 Kumpuranta   ,Savonlinna ,85,97
58300 Savonranta Keskus   ,Savonlinna ,338,366
58320 Raikuu   ,Savonlinna ,73,99
58350 Villala   ,Kitee ,89,121
58360 Säimen   ,Savonlinna ,100,112
58390 Rönkönvaara   ,Savonlinna ,24,36
58410 Haapakallio   ,Savonlinna ,303,327
58420 Silvola   ,Savonlinna ,146,185
